folder	file	line	reasons	hq_postal	rep_postal	hq_addr_snip	rep_addr_snip	法人番号	会社名
unit_million	108.csv	798	hq_rep_postal_same_addr_diff	456-0043	456-0043	愛知県名古屋市熱田区神戸町３０３	愛知県名古屋市熱田区神戸町３０９		伊藤硝子株式会社
unit_million	108.csv	800	hq_rep_postal_same_addr_diff	462-0012	462-0012	愛知県名古屋市北区楠１－１９０６	愛知県名古屋市北区楠２－５２８		岩崎木材株式会社
unit_million	108.csv	802	hq_rep_postal_same_addr_diff	462-0016	462-0016	愛知県名古屋市北区西味鋺１－７０４	愛知県名古屋市北区西味鋺２－６３０		株式会社名古屋ウエノ
unit_million	108.csv	803	hq_rep_all_identical_long	458-0022	458-0022	愛知県名古屋市緑区小坂２－２３１０	愛知県名古屋市緑区小坂２－２３１０		株式会社早川モータース
unit_million	108.csv	823	hq_rep_all_identical_long	451-0064	451-0064	愛知県名古屋市西区名西１－２０－３７	愛知県名古屋市西区名西１－２０－３７		株式会社エイコーテック
unit_million	108.csv	839	hq_rep_postal_same_addr_diff	461-0040	461-0040	愛知県名古屋市東区矢田５－８－２９	愛知県名古屋市東区矢田５－８－２５		八神建築株式会社
unit_million	108.csv	842	hq_rep_postal_same_addr_diff	463-0080	463-0080	愛知県名古屋市守山区川西２－２００６	愛知県名古屋市守山区川西２ー２１１１		株式会社川辺組
unit_million	108.csv	846	hq_rep_postal_same_addr_diff	453-0825	453-0825	愛知県名古屋市中村区沖田町３９６	愛知県名古屋市中村区沖田町４００		大一自動車株式会社
unit_million	108.csv	853	hq_rep_postal_same_addr_diff	451-0031	451-0031	愛知県名古屋市西区城西３－２１－５	愛知県名古屋市西区城西３－２０－８		瀬古住設機器株式会社
unit_million	108.csv	874	hq_rep_all_identical_long	455-0804	455-0804	愛知県名古屋市港区当知３－２１１１	愛知県名古屋市港区当知３－２１１１		株式会社安藤建商
unit_million	108.csv	876	hq_rep_all_identical_long	468-0045	468-0045	愛知県名古屋市天白区野並３－４１５	愛知県名古屋市天白区野並３－４１５		竹内浴槽株式会社
unit_million	108.csv	886	hq_rep_postal_same_addr_diff	455-0842	455-0842	愛知県名古屋市港区稲永４－３－５レイキャビック稲本１Ｆ	愛知県名古屋市港区稲永５－１２－１２		株式会社C-UNITSQUARE
unit_million	108.csv	894	hq_rep_postal_same_addr_diff	459-8001	459-8001	愛知県名古屋市緑区大高町字西正地１４番地の３	愛知県名古屋市緑区大高町藤塚６－９		那須自動車工業株式会社
unit_million	108.csv	904	hq_rep_postal_same_addr_diff	456-0018	456-0018	愛知県名古屋市熱田区新尾頭１－１－１７	愛知県名古屋市熱田区新尾頭１－９－１３		株式会社ナカトウ
unit_million	108.csv	909	hq_rep_postal_same_addr_diff	462-0012	462-0012	愛知県名古屋市北区楠５－３０８	愛知県名古屋市北区楠５－７３７		株式会社エスター
unit_million	108.csv	916	hq_rep_postal_same_addr_diff	461-0025	461-0025	愛知県名古屋市東区徳川１丁目８番４８号	愛知県名古屋市東区徳川１―８―４９		株式会社テイク
unit_million	108.csv	919	hq_rep_all_identical_long	465-0005	465-0005	愛知県名古屋市名東区香流３－９０９	愛知県名古屋市名東区香流３－９０９		株式会社マツミ
unit_million	108.csv	920	hq_rep_all_identical_long	451-0043	451-0043	愛知県名古屋市西区新道２－６－２６	愛知県名古屋市西区新道２－６－２６		株式会社堀商店
unit_million	108.csv	927	hq_rep_postal_same_addr_diff	459-8001	459-8001	愛知県名古屋市緑区大高町己新田８９－１	愛知県名古屋市緑区大高町己新田１６５－２レインボー大高６０１		株式会社村上築炉工業所
unit_million	108.csv	937	hq_rep_postal_same_addr_diff	450-0001	450-0001	愛知県名古屋市中村区那古野１－４５－５ルチアビル	愛知県名古屋市中村区那古野１ー４５－５ルチアビル５Ｆ		株式会社ルチア
unit_million	108.csv	942	hq_rep_all_identical_long	460-0008	460-0008	愛知県名古屋市中区栄５－１６－１８	愛知県名古屋市中区栄５－１６－１８		株式会社タニグチ商店
unit_million	108.csv	958	hq_rep_postal_same_addr_diff	454-0841	454-0841	愛知県名古屋市中川区押元町１－９６	愛知県名古屋市中川区押元町１－９５－１		株式会社菅野工業所
unit_million	108.csv	959	hq_rep_postal_same_addr_diff	467-0861	467-0861	愛知県名古屋市瑞穂区二野町４－２０	愛知県名古屋市瑞穂区二野町４－１９		東海オート電子株式会社
unit_million	108.csv	971	hq_rep_all_identical_long	453-0052	453-0052	愛知県名古屋市中村区森末町３－５３	愛知県名古屋市中村区森末町３－５３		松紅園株式会社
unit_million	108.csv	973	hq_rep_all_identical_long	462-0014	462-0014	愛知県名古屋市北区楠味鋺５－６０１	愛知県名古屋市北区楠味鋺５－６０１		松山業務店株式会社
unit_million	108.csv	974	hq_rep_postal_same_addr_diff	466-0849	466-0849	愛知県名古屋市昭和区南分町３－４１	愛知県名古屋市昭和区南分町３－４３		株式会社豊誠建設
unit_million	108.csv	977	hq_rep_postal_same_addr_diff	463-0068	463-0068	愛知県名古屋市守山区瀬古３－１４０８	愛知県名古屋市守山区瀬古１－７１１－３		株式会社マルケイ
unit_million	108.csv	988	hq_rep_all_identical_long	460-0012	460-0012	愛知県名古屋市中区千代田２－３－２	愛知県名古屋市中区千代田２－３－２		株式会社久保田商店
unit_million	108.csv	989	hq_rep_postal_same_addr_diff	455-0804	455-0804	愛知県名古屋市港区当知２－９０９	愛知県名古屋市港区当知２－１８０７－１		ユタカプラント株式会社
unit_million	108.csv	999	hq_rep_all_identical_long	465-0007	465-0007	愛知県名古屋市名東区香坂１８０２	愛知県名古屋市名東区香坂１８０２		トラストエンジニアリング株式会社
unit_million	108.csv	1008	hq_rep_all_identical_long	462-0007	462-0007	愛知県名古屋市北区如意４－１４０	愛知県名古屋市北区如意４－１４０		伊藤防災株式会社
unit_million	108.csv	1016	hq_rep_all_identical_long	463-0081	463-0081	愛知県名古屋市守山区川宮町４１９	愛知県名古屋市守山区川宮町４１９		有限会社沢和
unit_million	108.csv	1018	hq_rep_all_identical_long	456-0034	456-0034	愛知県名古屋市熱田区伝馬２－９－１３	愛知県名古屋市熱田区伝馬２－９－１３		山鶴株式会社
unit_million	108.csv	1019	hq_rep_all_identical_long	462-0026	462-0026	愛知県名古屋市北区萩野通１－１８－２７	愛知県名古屋市北区萩野通１－１８－２７		株式会社DAIEI
unit_million	108.csv	1022	hq_rep_all_identical_long	458-0926	458-0926	愛知県名古屋市緑区桶狭間上の山１１０９	愛知県名古屋市緑区桶狭間上の山１１０９		有限会社ハヤケン
unit_million	108.csv	1039	hq_rep_all_identical_long	451-0031	451-0031	愛知県名古屋市西区城西２－１４－２７	愛知県名古屋市西区城西２－１４－２７		三和食品工業株式会社
unit_million	108.csv	1053	hq_rep_postal_same_addr_diff	462-0023	462-0023	愛知県名古屋市北区安井２－１１－１５	愛知県名古屋市北区安井３－７－５１		株式会社ササシマ
unit_million	108.csv	1060	hq_rep_all_identical_long	466-0023	466-0023	愛知県名古屋市昭和区石仏町１－９３	愛知県名古屋市昭和区石仏町１－９３		斎藤建設株式会社
unit_million	108.csv	1062	hq_rep_all_identical_long	460-0007	460-0007	愛知県名古屋市中区新栄２－１－２１	愛知県名古屋市中区新栄２－１－２１		株式会社伊藤商会
unit_million	108.csv	1068	hq_rep_postal_same_addr_diff	456-0052	456-0052	愛知県名古屋市熱田区二番１－６－１０	愛知県名古屋市熱田区二番１－６－１３－２		愛知ホイスト工業株式会社
unit_million	108.csv	1073	hq_rep_postal_same_addr_diff	461-0002	461-0002	愛知県名古屋市東区代官町１７－２３	愛知県名古屋市東区代官町３０－１－１５０１		安田地所株式会社
unit_million	108.csv	1079	hq_rep_postal_same_addr_diff	464-0074	464-0074	愛知県名古屋市千種区仲田２－１８－１７	愛知県名古屋市千種区仲田２ー１７－１７		株式会社野々山ハウジング設備
unit_million	108.csv	1081	hq_rep_postal_same_addr_diff	465-0021	465-0021	愛知県名古屋市名東区猪子石１－４１０－２	愛知県名古屋市名東区猪子石１－２００２		エイテック株式会社
unit_million	108.csv	1090	hq_rep_all_identical_long	457-0835	457-0835	愛知県名古屋市南区西又兵ヱ町１－８	愛知県名古屋市南区西又兵ヱ町１－８		創輝建設株式会社
unit_million	108.csv	1091	hq_rep_all_identical_long	457-0824	457-0824	愛知県名古屋市南区神松町３－５－６	愛知県名古屋市南区神松町３－５－６		江洲産商株式会社
unit_million	108.csv	1096	hq_rep_postal_same_addr_diff	462-0847	462-0847	愛知県名古屋市北区金城２－６－１２ＳＨＢビル２Ｆ	愛知県名古屋市北区金城２－６－１２		エスエイチビープラン株式会社
unit_million	108.csv	1100	hq_rep_all_identical_long	467-0878	467-0878	愛知県名古屋市瑞穂区船原町１－３	愛知県名古屋市瑞穂区船原町１－３		株式会社タカツ
unit_million	108.csv	1106	hq_rep_postal_same_addr_diff	454-0921	454-0921	愛知県名古屋市中川区中郷５丁目４５番地	愛知県名古屋市中川区中郷５－４５		タケダ歯車工業株式会社
unit_million	108.csv	1107	hq_rep_all_identical_long	457-0042	457-0042	愛知県名古屋市南区曽池町３－４２	愛知県名古屋市南区曽池町３－４２		シンワ空調サービス株式会社
unit_million	108.csv	1113	hq_rep_postal_same_addr_diff	456-0013	456-0013	愛知県名古屋市熱田区外土居町１－２２	愛知県名古屋市熱田区外土居町８－１６ファリーヒルズ		株式会社エスユー技研
